"DTI_CL_MES","Mes","CL_T017ESTACION_SHOA","Estación ambiental SHOA","Value","Flag Codes","Flags"
"2022-M02","2022 Febrero","T017017","Isla Robinson Crusoe",18.91,,
"2022-M03","2022 Marzo","T017017","Isla Robinson Crusoe",18.87,,
"2022-M04","2022 Abril","T017017","Isla Robinson Crusoe",17.47,,
"2022-M05","2022 Mayo","T017017","Isla Robinson Crusoe",16.89,,
"2022-M06","2022 Junio","T017017","Isla Robinson Crusoe",15.72,,
"2022-M07","2022 Julio","T017017","Isla Robinson Crusoe",14.06,,
"2022-M08","2022 Agosto","T017017","Isla Robinson Crusoe",13.63,,
"2022-M09","2022 Septiembre","T017017","Isla Robinson Crusoe",14.03,,
"2022-M10","2022 Octubre","T017017","Isla Robinson Crusoe",14.55,,
"2022-M11","2022 Noviembre","T017017","Isla Robinson Crusoe",15.93,,
"2022-M12","2022 Diciembre","T017017","Isla Robinson Crusoe",18.6,,
"2022-M01","2022 Enero","T017019","Valparaíso",13.15,,
"2022-M02","2022 Febrero","T017019","Valparaíso",15.83,,
"2022-M03","2022 Marzo","T017019","Valparaíso",13.65,,
"2022-M04","2022 Abril","T017019","Valparaíso",12.83,,
"2022-M05","2022 Mayo","T017019","Valparaíso",12.95,,
"2022-M06","2022 Junio","T017019","Valparaíso",13.01,,
"2022-M07","2022 Julio","T017019","Valparaíso",12.89,,
"2022-M08","2022 Agosto","T017019","Valparaíso",12.27,,
"2022-M09","2022 Septiembre","T017019","Valparaíso",12.07,,
"2022-M10","2022 Octubre","T017019","Valparaíso",12.56,,
"2022-M11","2022 Noviembre","T017019","Valparaíso",13.45,,
"2022-M12","2022 Diciembre","T017019","Valparaíso",14.87,,
"2022-M01","2022 Enero","T017021","San Antonio",14.57,,
"2022-M02","2022 Febrero","T017021","San Antonio",16.28,,
"2022-M03","2022 Marzo","T017021","San Antonio",13.54,,
"2022-M04","2022 Abril","T017021","San Antonio",12.39,,
"2022-M05","2022 Mayo","T017021","San Antonio",12.17,,
"2022-M06","2022 Junio","T017021","San Antonio",12.38,,
"2022-M07","2022 Julio","T017021","San Antonio",12.58,,
"2022-M08","2022 Agosto","T017021","San Antonio",11.89,,
"2022-M09","2022 Septiembre","T017021","San Antonio",11.94,,
"2022-M10","2022 Octubre","T017021","San Antonio",12.23,,
"2022-M11","2022 Noviembre","T017021","San Antonio",13.44,,
"2022-M12","2022 Diciembre","T017021","San Antonio",14.18,,
"2022-M01","2022 Enero","T017023","Talcahuano",14.82,,
"2022-M02","2022 Febrero","T017023","Talcahuano",14.24,,
"2022-M03","2022 Marzo","T017023","Talcahuano",13.61,,
"2022-M04","2022 Abril","T017023","Talcahuano",12.49,,
"2022-M05","2022 Mayo","T017023","Talcahuano",12.22,,
"2022-M06","2022 Junio","T017023","Talcahuano",11.04,,
"2022-M07","2022 Julio","T017023","Talcahuano",10.97,,
"2022-M08","2022 Agosto","T017023","Talcahuano",11.94,,
"2022-M09","2022 Septiembre","T017023","Talcahuano",12.17,,
"2022-M10","2022 Octubre","T017023","Talcahuano",12.47,,
"2022-M11","2022 Noviembre","T017023","Talcahuano",13.93,,
"2022-M12","2022 Diciembre","T017023","Talcahuano",13.43,,
"2022-M01","2022 Enero","T017028","Corral",15.23,,
"2022-M02","2022 Febrero","T017028","Corral",13.6,,
"2022-M03","2022 Marzo","T017028","Corral",13.7,,
"2022-M04","2022 Abril","T017028","Corral",12.12,,
"2022-M05","2022 Mayo","T017028","Corral",11.65,,
"2022-M06","2022 Junio","T017028","Corral",10.26,,
"2022-M07","2022 Julio","T017028","Corral",9.48,,
"2022-M08","2022 Agosto","T017028","Corral",10.13,,
"2022-M09","2022 Septiembre","T017028","Corral",11.25,,
"2022-M10","2022 Octubre","T017028","Corral",12.65,,
"2022-M11","2022 Noviembre","T017028","Corral",14.21,,
"2022-M12","2022 Diciembre","T017028","Corral",14.92,,
"2022-M01","2022 Enero","T017030","Puerto Montt",13.55,,
"2022-M02","2022 Febrero","T017030","Puerto Montt",14.66,,
"2022-M01","2022 Enero","T017031","Ancud",14.93,,
"2022-M02","2022 Febrero","T017031","Ancud",14.34,,
"2022-M03","2022 Marzo","T017031","Ancud",13.43,,
"2022-M04","2022 Abril","T017031","Ancud",11.86,,
"2022-M05","2022 Mayo","T017031","Ancud",11.05,,
"2022-M06","2022 Junio","T017031","Ancud",9.61,,
"2022-M07","2022 Julio","T017031","Ancud",9.25,,
"2022-M08","2022 Agosto","T017031","Ancud",9.75,,
"2022-M09","2022 Septiembre","T017031","Ancud",10.52,,
"2022-M10","2022 Octubre","T017031","Ancud",11.59,,
"2022-M11","2022 Noviembre","T017031","Ancud",12.97,,
"2022-M12","2022 Diciembre","T017031","Ancud",14.34,,
"2022-M01","2022 Enero","T017034","Puerto Chacabuco",16.06,,
"2022-M02","2022 Febrero","T017034","Puerto Chacabuco",15.55,,
"2022-M03","2022 Marzo","T017034","Puerto Chacabuco",12.61,,
"2022-M04","2022 Abril","T017034","Puerto Chacabuco",10.81,,
"2022-M05","2022 Mayo","T017034","Puerto Chacabuco",9.5,,
"2022-M06","2022 Junio","T017034","Puerto Chacabuco",9.89,,
"2022-M07","2022 Julio","T017034","Puerto Chacabuco",8.68,,
"2022-M08","2022 Agosto","T017034","Puerto Chacabuco",7.9,,
"2022-M09","2022 Septiembre","T017034","Puerto Chacabuco",8.26,,
"2022-M10","2022 Octubre","T017034","Puerto Chacabuco",9.82,,
"2022-M11","2022 Noviembre","T017034","Puerto Chacabuco",13.29,,
"2022-M12","2022 Diciembre","T017034","Puerto Chacabuco",13.4,,
"2022-M01","2022 Enero","T017036","Punta Arenas",9.38,,
"2022-M02","2022 Febrero","T017036","Punta Arenas",9.43,,
"2022-M03","2022 Marzo","T017036","Punta Arenas",9.1,,
"2022-M04","2022 Abril","T017036","Punta Arenas",8.26,,
"2022-M05","2022 Mayo","T017036","Punta Arenas",7.43,,
"2022-M06","2022 Junio","T017036","Punta Arenas",6.48,,
"2022-M07","2022 Julio","T017036","Punta Arenas",5.84,,
"2022-M08","2022 Agosto","T017036","Punta Arenas",5.93,,
"2022-M09","2022 Septiembre","T017036","Punta Arenas",6.18,,
"2022-M10","2022 Octubre","T017036","Punta Arenas",6.67,,
"2022-M11","2022 Noviembre","T017036","Punta Arenas",7.56,,
"2022-M12","2022 Diciembre","T017036","Punta Arenas",8.48,,
"2022-M01","2022 Enero","T017039","Puerto Williams",9.03,,
"2022-M02","2022 Febrero","T017039","Puerto Williams",9.26,,
"2022-M03","2022 Marzo","T017039","Puerto Williams",8.67,,
"2022-M04","2022 Abril","T017039","Puerto Williams",7.51,,
"2022-M05","2022 Mayo","T017039","Puerto Williams",6.68,,
"2022-M06","2022 Junio","T017039","Puerto Williams",5.79,,
"2022-M07","2022 Julio","T017039","Puerto Williams",5.18,,
"2022-M08","2022 Agosto","T017039","Puerto Williams",5.48,,
"2022-M09","2022 Septiembre","T017039","Puerto Williams",5.55,,
"2022-M10","2022 Octubre","T017039","Puerto Williams",6.38,,
"2022-M11","2022 Noviembre","T017039","Puerto Williams",8.01,,
"2022-M12","2022 Diciembre","T017039","Puerto Williams",8.67,,
"2023-M01","2023 Enero","T017001","Arica",18.18,,
"2023-M02","2023 Febrero","T017001","Arica",19.81,,
"2023-M03","2023 Marzo","T017001","Arica",19.48,,
"2023-M04","2023 Abril","T017001","Arica",18.52,,
"2023-M05","2023 Mayo","T017001","Arica",18.77,,
"2023-M06","2023 Junio","T017001","Arica",19.68,,
"2023-M07","2023 Julio","T017001","Arica",18.69,,
"2023-M08","2023 Agosto","T017001","Arica",18.69,,
"2023-M09","2023 Septiembre","T017001","Arica",18.1,,
"2023-M10","2023 Octubre","T017001","Arica",17.03,,
"2023-M11","2023 Noviembre","T017001","Arica",17.04,,
"2023-M12","2023 Diciembre","T017001","Arica",17.77,,
"2023-M01","2023 Enero","T017003","Iquique",16.15,,
"2023-M02","2023 Febrero","T017003","Iquique",16.46,,
"2023-M03","2023 Marzo","T017003","Iquique",17.48,,
"2023-M04","2023 Abril","T017003","Iquique",16.8,,
"2023-M05","2023 Mayo","T017003","Iquique",18.11,,
"2023-M06","2023 Junio","T017003","Iquique",19.45,,
"2023-M07","2023 Julio","T017003","Iquique",18.29,,
"2023-M08","2023 Agosto","T017003","Iquique",18.53,,
"2023-M09","2023 Septiembre","T017003","Iquique",17.87,,
"2023-M10","2023 Octubre","T017003","Iquique",15.74,,
"2023-M11","2023 Noviembre","T017003","Iquique",16.54,,
"2023-M12","2023 Diciembre","T017003","Iquique",16.93,,
"2023-M01","2023 Enero","T017007","Antofagasta",19.86,,
"2023-M02","2023 Febrero","T017007","Antofagasta",20.49,,
"2023-M03","2023 Marzo","T017007","Antofagasta",20.13,,
"2023-M04","2023 Abril","T017007","Antofagasta",18.72,,
"2023-M05","2023 Mayo","T017007","Antofagasta",16.94,,
"2023-M06","2023 Junio","T017007","Antofagasta",17.87,,
"2023-M07","2023 Julio","T017007","Antofagasta",18.34,,
"2023-M08","2023 Agosto","T017007","Antofagasta",18.1,,
"2023-M09","2023 Septiembre","T017007","Antofagasta",17.3,,
"2023-M10","2023 Octubre","T017007","Antofagasta",17.42,,
"2023-M11","2023 Noviembre","T017007","Antofagasta",17.95,,
"2023-M12","2023 Diciembre","T017007","Antofagasta",19.42,,
"2023-M04","2023 Abril","T017010","Isla San Félix",21.19,,
"2023-M05","2023 Mayo","T017010","Isla San Félix",20.12,,
"2023-M06","2023 Junio","T017010","Isla San Félix",19.32,,
"2023-M07","2023 Julio","T017010","Isla San Félix",18.83,,
"2023-M08","2023 Agosto","T017010","Isla San Félix",18.67,,
"2023-M09","2023 Septiembre","T017010","Isla San Félix",18.08,,
"2023-M10","2023 Octubre","T017010","Isla San Félix",17.62,,
"2023-M11","2023 Noviembre","T017010","Isla San Félix",17.99,,
"2023-M12","2023 Diciembre","T017010","Isla San Félix",18.09,,
"2023-M01","2023 Enero","T017011","Isla de Pascua",24.89,,
"2023-M02","2023 Febrero","T017011","Isla de Pascua",26.15,,
"2023-M03","2023 Marzo","T017011","Isla de Pascua",25.75,,
"2023-M04","2023 Abril","T017011","Isla de Pascua",24.34,,
"2023-M05","2023 Mayo","T017011","Isla de Pascua",22.76,,
"2023-M06","2023 Junio","T017011","Isla de Pascua",21.75,,
"2023-M07","2023 Julio","T017011","Isla de Pascua",20.8,,
"2023-M08","2023 Agosto","T017011","Isla de Pascua",20.12,,
"2023-M09","2023 Septiembre","T017011","Isla de Pascua",20.61,,
"2023-M10","2023 Octubre","T017011","Isla de Pascua",20.65,,
"2023-M11","2023 Noviembre","T017011","Isla de Pascua",21.49,,
"2023-M12","2023 Diciembre","T017011","Isla de Pascua",22.34,,
"2023-M01","2023 Enero","T017013","Caldera",17.51,,
"2023-M02","2023 Febrero","T017013","Caldera",19.06,,
"2023-M03","2023 Marzo","T017013","Caldera",16.86,,
"2023-M04","2023 Abril","T017013","Caldera",16.24,,
"2023-M05","2023 Mayo","T017013","Caldera",15.2,,
"2023-M06","2023 Junio","T017013","Caldera",15.78,,
"2023-M07","2023 Julio","T017013","Caldera",16.31,,
"2023-M08","2023 Agosto","T017013","Caldera",16.65,,
"2023-M09","2023 Septiembre","T017013","Caldera",15.07,,
"2023-M10","2023 Octubre","T017013","Caldera",15.2,,
"2023-M11","2023 Noviembre","T017013","Caldera",15.55,,
"2023-M12","2023 Diciembre","T017013","Caldera",16.69,,
"2023-M01","2023 Enero","T017015","Coquimbo",17.85,,
"2023-M02","2023 Febrero","T017015","Coquimbo",18.26,,
"2023-M03","2023 Marzo","T017015","Coquimbo",18.45,,
"2023-M04","2023 Abril","T017015","Coquimbo",16.15,,
"2023-M05","2023 Mayo","T017015","Coquimbo",14.55,,
"2023-M06","2023 Junio","T017015","Coquimbo",14.37,,
"2023-M07","2023 Julio","T017015","Coquimbo",14.35,,
"2023-M08","2023 Agosto","T017015","Coquimbo",14.95,,
"2023-M09","2023 Septiembre","T017015","Coquimbo",14.77,,
"2023-M10","2023 Octubre","T017015","Coquimbo",14.78,,
"2023-M11","2023 Noviembre","T017015","Coquimbo",15.8,,
"2023-M12","2023 Diciembre","T017015","Coquimbo",16.13,,
"2023-M01","2023 Enero","T017017","Isla Robinson Crusoe",18.89,,
"2023-M02","2023 Febrero","T017017","Isla Robinson Crusoe",19.78,,
"2023-M03","2023 Marzo","T017017","Isla Robinson Crusoe",19.81,,
"2023-M04","2023 Abril","T017017","Isla Robinson Crusoe",19.45,,
"2023-M05","2023 Mayo","T017017","Isla Robinson Crusoe",17.8,,
"2023-M06","2023 Junio","T017017","Isla Robinson Crusoe",16.44,,
"2023-M07","2023 Julio","T017017","Isla Robinson Crusoe",15.4,,
"2023-M08","2023 Agosto","T017017","Isla Robinson Crusoe",15.01,,
"2023-M09","2023 Septiembre","T017017","Isla Robinson Crusoe",14.85,,
"2023-M10","2023 Octubre","T017017","Isla Robinson Crusoe",14.58,,
"2023-M11","2023 Noviembre","T017017","Isla Robinson Crusoe",15.09,,
"2023-M12","2023 Diciembre","T017017","Isla Robinson Crusoe",16.17,,
"2023-M01","2023 Enero","T017019","Valparaíso",15.13,,
"2023-M02","2023 Febrero","T017019","Valparaíso",16.15,,
"2023-M03","2023 Marzo","T017019","Valparaíso",15.87,,
"2023-M04","2023 Abril","T017019","Valparaíso",13.67,,
"2023-M05","2023 Mayo","T017019","Valparaíso",12.82,,
"2023-M06","2023 Junio","T017019","Valparaíso",12.78,,
"2023-M07","2023 Julio","T017019","Valparaíso",12.98,,
"2023-M08","2023 Agosto","T017019","Valparaíso",13.53,,
"2023-M09","2023 Septiembre","T017019","Valparaíso",12.36,,
"2023-M10","2023 Octubre","T017019","Valparaíso",12.85,,
"2023-M11","2023 Noviembre","T017019","Valparaíso",13,,
"2023-M12","2023 Diciembre","T017019","Valparaíso",14.22,,
"2023-M01","2023 Enero","T017021","San Antonio",16.17,,
"2023-M02","2023 Febrero","T017021","San Antonio",15.77,,
"2023-M03","2023 Marzo","T017021","San Antonio",15.51,,
"2023-M04","2023 Abril","T017021","San Antonio",13.25,,
"2023-M05","2023 Mayo","T017021","San Antonio",12.69,,
"2023-M06","2023 Junio","T017021","San Antonio",12.18,,
"2023-M07","2023 Julio","T017021","San Antonio",12.48,,
"2023-M08","2023 Agosto","T017021","San Antonio",13.11,,
"2023-M09","2023 Septiembre","T017021","San Antonio",12.29,,
"2023-M10","2023 Octubre","T017021","San Antonio",12.45,,
"2023-M11","2023 Noviembre","T017021","San Antonio",13.08,,
"2023-M12","2023 Diciembre","T017021","San Antonio",13.83,,
"2023-M01","2023 Enero","T017023","Talcahuano",14.01,,
"2023-M02","2023 Febrero","T017023","Talcahuano",13.27,,
"2023-M03","2023 Marzo","T017023","Talcahuano",14.54,,
"2023-M04","2023 Abril","T017023","Talcahuano",12.93,,
"2023-M05","2023 Mayo","T017023","Talcahuano",12.93,,
"2023-M06","2023 Junio","T017023","Talcahuano",12.3,,
"2023-M07","2023 Julio","T017023","Talcahuano",12.31,,
"2023-M08","2023 Agosto","T017023","Talcahuano",12.43,,
"2023-M09","2023 Septiembre","T017023","Talcahuano",12.65,,
"2023-M10","2023 Octubre","T017023","Talcahuano",12.49,,
"2023-M11","2023 Noviembre","T017023","Talcahuano",13.35,,
"2023-M12","2023 Diciembre","T017023","Talcahuano",13.45,,
"2023-M01","2023 Enero","T017028","Corral",14.29,,
"2023-M02","2023 Febrero","T017028","Corral",13.63,,
"2023-M03","2023 Marzo","T017028","Corral",13.44,,
"2023-M04","2023 Abril","T017028","Corral",12.15,,
"2023-M05","2023 Mayo","T017028","Corral",11.74,,
"2023-M06","2023 Junio","T017028","Corral",11.13,,
"2023-M07","2023 Julio","T017028","Corral",10.43,,
"2023-M08","2023 Agosto","T017028","Corral",10.6,,
"2023-M09","2023 Septiembre","T017028","Corral",11,,
"2023-M10","2023 Octubre","T017028","Corral",11.95,,
"2023-M11","2023 Noviembre","T017028","Corral",13.11,,
"2023-M12","2023 Diciembre","T017028","Corral",14.14,,
"2023-M04","2023 Abril","T017030","Puerto Montt",12.49,,
"2023-M05","2023 Mayo","T017030","Puerto Montt",11,,
"2023-M06","2023 Junio","T017030","Puerto Montt",10.32,,
"2023-M07","2023 Julio","T017030","Puerto Montt",10.4,,
"2023-M08","2023 Agosto","T017030","Puerto Montt",10.41,,
"2023-M09","2023 Septiembre","T017030","Puerto Montt",10.45,,
"2023-M10","2023 Octubre","T017030","Puerto Montt",12.05,,
"2023-M11","2023 Noviembre","T017030","Puerto Montt",11.86,,
"2023-M12","2023 Diciembre","T017030","Puerto Montt",14.82,,
"2023-M01","2023 Enero","T017031","Ancud",14.33,,
"2023-M02","2023 Febrero","T017031","Ancud",14.31,,
"2023-M03","2023 Marzo","T017031","Ancud",13.35,,
"2023-M04","2023 Abril","T017031","Ancud",12.08,,
"2023-M05","2023 Mayo","T017031","Ancud",11.33,,
"2023-M06","2023 Junio","T017031","Ancud",10.48,,
"2023-M07","2023 Julio","T017031","Ancud",10.16,,
"2023-M08","2023 Agosto","T017031","Ancud",10.33,,
"2023-M09","2023 Septiembre","T017031","Ancud",10.65,,
"2023-M10","2023 Octubre","T017031","Ancud",11.92,,
"2023-M11","2023 Noviembre","T017031","Ancud",12.3,,
"2023-M12","2023 Diciembre","T017031","Ancud",13.93,,
"2023-M01","2023 Enero","T017034","Puerto Chacabuco",15.68,,
"2023-M02","2023 Febrero","T017034","Puerto Chacabuco",15.61,,
"2023-M03","2023 Marzo","T017034","Puerto Chacabuco",12.36,,
"2023-M04","2023 Abril","T017034","Puerto Chacabuco",10.86,,
"2023-M05","2023 Mayo","T017034","Puerto Chacabuco",9.46,,
"2023-M06","2023 Junio","T017034","Puerto Chacabuco",8.06,,
"2023-M07","2023 Julio","T017034","Puerto Chacabuco",8.79,,
"2023-M08","2023 Agosto","T017034","Puerto Chacabuco",7.24,,
"2023-M09","2023 Septiembre","T017034","Puerto Chacabuco",8.59,,
"2023-M10","2023 Octubre","T017034","Puerto Chacabuco",10.61,,
"2023-M11","2023 Noviembre","T017034","Puerto Chacabuco",10.51,,
"2023-M12","2023 Diciembre","T017034","Puerto Chacabuco",13.57,,
"2023-M01","2023 Enero","T017036","Punta Arenas",9.26,,
"2023-M02","2023 Febrero","T017036","Punta Arenas",9.19,,
"2023-M03","2023 Marzo","T017036","Punta Arenas",8.56,,
"2023-M04","2023 Abril","T017036","Punta Arenas",7.76,,
"2023-M05","2023 Mayo","T017036","Punta Arenas",7.13,,
"2023-M06","2023 Junio","T017036","Punta Arenas",6.25,,
"2023-M07","2023 Julio","T017036","Punta Arenas",5.52,,
"2023-M08","2023 Agosto","T017036","Punta Arenas",5.35,,
"2023-M09","2023 Septiembre","T017036","Punta Arenas",5.59,,
"2023-M10","2023 Octubre","T017036","Punta Arenas",6.24,,
"2023-M11","2023 Noviembre","T017036","Punta Arenas",7,,
"2023-M12","2023 Diciembre","T017036","Punta Arenas",7.93,,
"2023-M01","2023 Enero","T017039","Puerto Williams",9.51,,
"2023-M02","2023 Febrero","T017039","Puerto Williams",9.53,,
"2023-M03","2023 Marzo","T017039","Puerto Williams",8.23,,
"2023-M04","2023 Abril","T017039","Puerto Williams",7.17,,
"2023-M05","2023 Mayo","T017039","Puerto Williams",6.43,,
"2023-M06","2023 Junio","T017039","Puerto Williams",5.76,,
"2023-M07","2023 Julio","T017039","Puerto Williams",5.36,,
"2023-M08","2023 Agosto","T017039","Puerto Williams",4.87,,
"2023-M09","2023 Septiembre","T017039","Puerto Williams",4.87,,
"2023-M10","2023 Octubre","T017039","Puerto Williams",5.79,,
"2023-M11","2023 Noviembre","T017039","Puerto Williams",6.63,,
"2023-M12","2023 Diciembre","T017039","Puerto Williams",8.05,,
